"","x"
"1",0.0680648899491983
"2",0.0811522224431727
"3",0.0171885091937242
"4",0.0729217697682757
"5",0.00884148825275688
"6",0.318579016723571
"7",-0.0501469625274176
"8",-0.108148189079461
"9",0.0621047112725387
"10",0.137213818515322
"11",-0.108148189079462
"12",-0.0674545059299361
"13",-0.108148189079461
"14",-0.0184959023179384
"15",0.225185144253872
"16",0.169629588698317
"17",-0.0200179921243901
"18",0.0575487894895697
"19",0.277768591899048
"20",-0.0919362323176477
"21",0.114074033142761
"22",-0.108148189079461
"23",0.106595104872539
"24",0.310327944677626
"25",-0.0321540427216468
"26",-0.0439101143553791
"27",0.330713797005268
"28",0.0276542800563413
"29",-0.0309805344281343
"30",-0.108148189079461
"31",0.0915970205398805
"32",0.0893826751180697
"33",-0.0764904933091973
"34",0.0746827836907989
"35",-0.0599208710496254
"36",0.0210407796943978
"37",0.0611226442538721
"38",-0.0896341916836281
"39",-0.0695536252773776
"40",-0.066452957519315
"41",-0.0509922677260088
"42",0.000740539058398992
"43",0.0388989953972467
"44",-0.066364197521669
"45",0.146574565081102
"46",-0.0591054049447139
"47",0.251914725480539
"48",-0.0494815224127946
"49",0.107852627844983
"50",-0.0173439882901275
"51",-0.0547547348613541
"52",0.015737617398761
"53",0.00891680821242991
"54",-0.066364197521669
"55",-0.0838152381445918
"56",0.0238273683619524
"57",-0.0651111131544445
"58",-0.00598723702924564
"59",0.0477062237205387
"60",0.059659671292961
"61",-0.0354972208176834
"62",0.312700908307206
"63",-0.0747926545249825
"64",0.0109282987712055
"65",0.0575487894895699
"66",-0.00598723702924564
"67",0.022432865522124
"68",0.262222181290909
"69",0.0236784989205391
"70",-0.108148189079461
"71",-0.057480467617438
"72",0.279574480772266
"73",0.0680648899491985
"74",-0.00742868139590513
"75",0.123369503734761
"76",0.0304343241394986
"77",-0.00917008408271081
"78",0.0142084366488023
"79",-0.0734259668572386
"80",-0.108148189079461
"81",-0.0947516286306406
"82",-0.0967652927206002
"83",0.00707814836909859
"84",-0.0693169945183828
"85",-0.0674545059299358
"86",-0.0165919662365557
"87",0.0900738533738722
"88",-0.083011569150527
"89",0.114074033142761
"90",0.0968779341793414
"91",0.0656976198449835
"92",0.0811522224431727
"93",0.134008793342414
"94",-0.00121386111765032
"95",-0.0803264814043828
"96",-0.071697973826128
"97",0.304963687330754
"98",-0.0368089513494615
"99",-0.108148189079461
"100",-0.108148189079461
"101",-0.0838152381445918
"102",-0.108148189079461
"103",-0.0813666709187945
"104",0.402738210920539
"105",-0.0740431163931072
"106",0.0134542217500688
"107",0.133032610920539
"108",-0.0599022067020009
"109",-0.108148189079461
"110",-0.0575113685994609
"111",0.0718128962400579
"112",-0.108148189079461
"113",0.0656976198449833
"114",-0.0568211029973623
"115",-0.0141984974891
"116",0.0893826751180699
"117",-0.0774949772739053
"118",-0.0260571977586587
"119",0.0907450400872057
"120",-0.00121386111765032
"121",0.0976131277929669
"122",0.00707814836909859
"123",-0.073335544403535
"124",-0.108148189079461
"125",0.0103594787446131
"126",-0.0717853738190164
"127",0.323851810920539
"128",0.0893826751180697
"129",0.0388989953972467
"130",-0.0786754475096173
"131",0.169629588698317
"132",-0.0775595679646827
"133",-0.0157128926861853
"134",0.0458310968796499
"135",-0.0215868088924117
"136",-0.108148189079461
"137",0.368639010920539
"138",0.00595165141710108
"139",0.0404952502879135
