"","x"
"1",0.109553567479254
"2",-0.00805484107838061
"3",0.0102242771704706
"4",0.0594675480182069
"5",0.0102242771704703
"6",0.305124794973502
"7",-0.00968674443952988
"8",0.133120343331033
"9",-0.0769936470013821
"10",0.131521905703877
"11",-0.12160241082953
"12",-0.0705808814378245
"13",-0.12160241082953
"14",0.0184666808112969
"15",0.0728420336149145
"16",0.273459317565532
"17",-0.0860176658022492
"18",0.0102242771704703
"19",0.470475778470882
"20",-0.0411599133854492
"21",0.31589758917047
"22",0.25339758917047
"23",0.0745238912538037
"24",0.296873722927557
"25",0.0176119988926926
"26",-0.033472213874459
"27",0.305124794973502
"28",0.0512370953433097
"29",-0.0418656667695116
"30",-0.12160241082953
"31",0.069776712434359
"32",0.322842033614914
"33",-0.0899447150592662
"34",0.0612285619407301
"35",-0.0682089566114227
"36",0.0636619579941108
"37",0.0772908183371368
"38",-0.0699350207832337
"39",-0.0699350207832333
"40",0.10270483013047
"41",0.0342520019704702
"42",0.0278337492911133
"43",-0.0134915727745505
"44",0.00920880705626448
"45",0.326575279638462
"46",0.0745238912538037
"47",-0.12160241082953
"48",-0.045940161300641
"49",-0.0541522105921884
"50",0.0728420336149145
"51",-0.0739654903443911
"52",-0.0901139360658381
"53",0.0298763232707077
"54",-0.0705808814378245
"55",-0.0911975788786609
"56",0.100322506517833
"57",-0.0937807031544516
"58",0.0571112301304699
"59",0.0462054495428923
"60",0.0462054495428922
"61",-0.0334722138744589
"62",-0.0851521955761964
"63",-0.0937807031544515
"64",0.0254447736471779
"65",0.0341258101101065
"66",0.00920880705626448
"67",0.0169801023894298
"68",0.248767959540841
"69",0.0102242771704703
"70",-0.0315145202045298
"71",0.04371809536972
"72",-0.12160241082953
"73",0.0841589060428981
"74",-0.0831079916674171
"75",0.12888587042047
"76",-0.00844566079208786
"77",-0.121602410829529
"78",0.0571112301304701
"79",-0.0434774108295296
"80",-0.0350410306424804
"81",-0.0860176658022485
"82",-0.0739654903443913
"83",0.175787573301329
"84",-0.0911975788786609
"85",-0.0744221970334545
"86",-0.00805484107838061
"87",0.0766196316238034
"88",-0.0964657909005958
"89",0.545064255837137
"90",0.109553567479254
"91",0.0522433980949146
"92",0.0841589060428981
"93",0.381798391782775
"94",-0.0146680828677191
"95",-0.0937807031544516
"96",-0.0851521955761968
"97",0.272595099222645
"98",-0.0502631730995303
"99",-0.12160241082953
"100",0.12839758917047
"101",-0.0709655903495298
"102",0.245413009582958
"103",-0.078066063426902
"104",0.353438982560388
"105",-0.0461133160852403
"106",0
"107",0.39531178917047
"108",0.25339758917047
"109",-0.0713467383006413
"110",0.322842033614914
"111",-0.0434774108295299
"112",0.150002527442075
"113",0.0522433980949145
"114",-0.037372991435274
"115",-0.0130985621674538
"116",0.24876795954084
"117",-0.0315145202045298
"118",-0.0473832908645039
"119",0.0772908183371369
"120",-0.0146680828677191
"121",0.0841589060428981
"122",-0.00637607338097024
"123",-0.0658840948573075
"124",0.12839758917047
"125",0.0279201586149148
"126",0.0571112301304703
"127",0.31039758917047
"128",0.545064255837137
"129",0.0479297767245633
"130",-0.0391021897325501
"131",0.0635827743556553
"132",-0.0309624756762806
"133",-0.0167244208603939
"134",0.167393199339359
"135",-0.0350410306424805
"136",-0.0418656667695119
"137",-0.0309624756762809
"138",0.0092088070562647
"139",0.0522433980949146
"140",-0.0194432707640183
"141",0.375475906681581
"142",0.20104108082084
"143",-0.0744221970334547
"144",0.04371809536972
"145",0.00595392499451608
"146",0.0279201586149146
"147",-0.0167244208603939
"148",-0.0795358842453596
"149",0.12717254152914
"150",0.136171027463803
"151",-0.0851521955761964
"152",-0.0903524108295299
"153",-0.0705808814378246
"154",0.0357860865215817
"155",0.31443870191864
"156",0.31589758917047
"157",0.0196037960642972
"158",-0.0999503904917523
"159",-0.121602410829529
"160",-0.00950481907607614
"161",-0.12160241082953
"162",0.0196037960642972
"163",0.316198651963804
"164",-0.00108685670952979
"165",0.0102242771704706
"166",-0.0460359972500214
"167",-0.075692104741244
"168",-0.041159913385449
"169",0.0123541337351538
"170",0.0176119988926923
"171",0.42127438917047
"172",0.156175366948248
"173",0.0196037960642972
"174",0.12888587042047
"175",-0.0682089566114227
"176",0.0224331943021185
"177",-0.0123855606396537
"178",-0.0492282788850852
"179",-0.0123855606396537
"180",-0.0903524108295299
"181",0.0342520019704698
"182",-0.0411599133854489
"183",0.00595392499451597
"184",-0.0731060886553662
"185",0.25339758917047
"186",0.156175366948248
"187",-0.12160241082953
"188",0.374663000547423
"189",0.0408596117399146
"190",0.0292948665728534
"191",0.273459317565532
"192",-0.041159913385449
"193",-0.0123855606396537
"194",0.00920880705626448
"195",-0.12160241082953
"196",0
"197",0.0479297767245633
"198",0.0434004826889883
"199",-0.0626181965706323
"200",-0.12160241082953
"201",0.305124794973502
"202",0.0102242771704703
"203",0.0408596117399146
"204",0
"205",-0.0744221970334544
"206",0.375475906681581
"207",0.0434004826889887
"208",0.0841589060428981
"209",0.00920880705626448
"210",-0.0795358842453596
"211",0.260430460416808
"212",-0.0709655903495298
"213",-0.00139831397619616
"214",0.294549852544956
"215",-0.0411599133854489
"216",0.364508700281581
"217",0.272595099222645
"218",0.260430460416808
"219",0.100322506517833
"220",0.00920880705626448
"221",-0.0937807031544516
"222",-0.0632335301381711
"223",0.0346475891704703
"224",-0.12160241082953
"225",-0.0167244208603941
"226",0.0728420336149145
"227",0.23846050373047
"228",-0.0123855606396536
"229",-0.12160241082953
"230",-0.0705808814378246
"231",0.0092088070562647
"232",0.35837805792047
"233",-0.0167244208603939
"234",0.133120343331033
"235",0.00333306334979278
"236",0.375475906681581
"237",0.0594675480182068
"238",0.0357860865215813
"239",0.349319929742328
"240",-0.0391021897325506
"241",0.00339758917047039
"242",-0.0459401613006408
"243",0.0636430421430648
"244",0.31265714636183
"245",-0.0795358842453596
"246",-0.0705808814378246
"247",0
"248",-0.00108685670953035
"249",0.273459317565532
"250",0.0341258101101063
"251",-0.0418656667695119
"252",-0.0831079916674167
"253",0.13746831941047
"254",-0.0937807031544515
"255",-0.0794644740962192
"256",-0.0903524108295296
"257",-0.12160241082953
"258",-0.0123855606396537
"259",0.608854895078673
"260",-0.0795358842453596
"261",0.260430460416808
"262",-0.0434774108295299
"263",0.00951014704084052
"264",-0.0167244208603941
"265",0.0184666808112969
"266",-0.0964657909005966
"267",-0.0795358842453596
"268",0.12717254152914
"269",0.305480922503803
"270",0.0102242771704706
"271",-0.00701907749619646
"272",-0.12160241082953
"273",0.440898304426207
"274",-0.0851521955761968
"275",-0.0785653349045133
"276",0.167393199339359
"277",0.31589758917047
"278",-0.0123855606396536
"279",-0.12160241082953
"280",0.0728420336149145
"281",-0.0709655903495299
"282",0.0176119988926923
"283",-0.0903524108295296
"284",-0.0785653349045133
"285",0.0937432102794789
"286",0.13746831941047
"287",0.0341258101101063
"288",0.23846050373047
"289",-0.0449427312656802
"290",-0.0418656667695116
"291",-0.00844566079208786
"292",-0.0541522105921883
"293",0.0479297767245633
"294",-0.0259635862410525
"295",-0.0123855606396536
"296",0.273459317565532
"297",-0.0123855606396537
"298",0.0342520019704698
"299",-0.0411599133854489
"300",0.0196037960642974
"301",-0.0473832908645038
"302",-0.12160241082953
"303",0.25339758917047
"304",-0.0721365006282242
"305",-0.0769936470013818
"306",-0.0901139360658383
"307",0.00595392499451597
"308",0.55466712042047
"309",-0.12160241082953
"310",-0.0588505439495298
"311",0.248767959540841
"312",0.0571112301304699
"313",-0.0695190774961966
"314",0.100322506517833
"315",0.13746831941047
"316",-0.00844566079208786
"317",0.0745238912538033
"318",0.272595099222645
"319",-0.0739654903443913
"320",-0.0901139360658381
"321",-0.069132787755964
"322",0.312451086561584
"323",0.12717254152914
"324",-0.0318402777490177
"325",-0.0699350207832335
"326",0.292242838846978
"327",0.156175366948248
"328",-0.12160241082953
"329",1.11022302462516e-16
"330",0.133120343331033
"331",0.0123541337351538
"332",0.12839758917047
"333",-0.0350410306424805
"334",-0.0473832908645037
"335",0.0341258101101063
"336",0.0766196316238034
"337",-0.0226243058327794
"338",-0.00968674443952955
"339",-0.0411599133854489
"340",0.00920880705626448
"341",0.326575279638462
"342",0.56577118917047
"343",0.32687225413047
"344",0.0176119988926923
"345",-0.0901139360658383
"346",0.0631073469637868
"347",0.27810179653047
"348",-0.0784709004128633
"349",0.0766196316238034
"350",0.00920880705626448
"351",0.56577118917047
"352",0.223047794931787
"353",-0.0756921047412441
"354",-0.0682089566114227
"355",0.025444773647178
"356",0.167393199339359
"357",0.62839758917047
"358",-0.078565334904514
"359",0.0298763232707077
"360",-0.029167114436254
"361",-0.0167244208603939
"362",0.260430460416808
"363",0.0943984060949145
"364",0.375475906681581
"365",-0.0350410306424804
"366",0.0357860865215817
"367",-0.12160241082953
"368",-0.0123855606396537
"369",-0.0315145202045299
"370",0.025444773647178
"371",0.00333306334979266
"372",0.0176119988926919
"373",0.42127438917047
"374",1.11022302462516e-16
"375",0.0196037960642972
"376",-0.0167244208603942
"377",0.04371809536972
"378",-0.0104912997184188
"379",-0.0674457352781315
"380",0.0254447736471779
"381",0.131521905703876
"382",0.0176119988926923
"383",-0.05885054394953
"384",0.0434004826889889
"385",0.0943984060949145
"386",-0.0541522105921886
"387",-0.0999503904917523
"388",0.0102242771704703
"389",0.0512370953433097
"390",0.0905678959401776
"391",0
"392",0.0891922717660255
"393",0.0341258101101065
"394",-0.0903524108295299
"395",-0.12160241082953
"396",-0.0699350207832333
"397",0.0346475891704705
"398",-0.0541522105921886
"399",0.04371809536972
"400",0.13746831941047
"401",-0.0831079916674171
"402",0.0102242771704703
"403",-0.0705808814378245
"404",0.0298763232707073
"405",0.37839758917047
"406",-0.0785332283973873
"407",-0.12160241082953
"408",-0.0506348503871432
"409",-0.0123855606396537
"410",0.0766196316238034
"411",0.375475906681581
"412",0.100322506517833
"413",0.025444773647178
"414",-0.0167244208603942
"415",0.0254447736471779
"416",-0.0705808814378243
"417",-0.0309624756762806
"418",0.00920880705626448
"419",0.0357860865215813
"420",-0.0969984611767523
"421",0.0943984060949145
"422",0.04371809536972
"423",0
"424",-0.12160241082953
"425",0.13746831941047
"426",-0.12160241082953
"427",-0.12160241082953
"428",0.0512370953433097
"429",0.0279201586149146
"430",0.0279201586149146
"431",-0.0785653349045133
"432",0.28381573199759
"433",-0.0266644876980193
"434",0.133120343331033
"435",-0.12160241082953
"436",0.0715259871082478
"437",0.0636430421430648
"438",0.0636430421430648
"439",0.00339758917047006
"440",0.0342520019704703
"441",0.04371809536972
"442",0.0184666808112968
